Case,HIThr,VIThr,dice,dicectv,sensitivity,sensitivityctv,specificity,specificityctv
BraTS20_Training_096,95,88,0.9346074010450218,0.9705604679104534,0.9893018956555998,0.9931753490071459,0.9990487482124535,0.9962301300610525
BraTS20_Training_097,95,88,0.9185599264729026,0.9479206689285552,0.9173529818561316,0.9718305392539774,0.999280779533725,0.9943448551761366
BraTS20_Training_098,95,88,0.965659843824352,0.9889208241309412,0.9792537458514435,0.9883731779634659,0.9991981989017727,0.9992708328841913
BraTS20_Training_099,95,88,0.5012388419373451,0.863867393451129,0.9828297617463064,0.9921378408857905,0.9983671295076154,0.9889568925815054
BraTS20_Training_100,95,88,0.9020927357150786,0.9789298146906816,0.8711885961020909,0.9980555674894703,0.9990725311358861,0.9968939238673377
BraTS20_Training_101,95,88,0.8816440891773849,0.9324697267231348,0.9691990355535115,0.9918243829947166,0.9981413124224489,0.9925903463162244
BraTS20_Training_102,95,88,0.8675717017208413,0.8747895547136567,0.9396926645404465,0.9319524691539067,0.9993856594956545,0.9896178450021692
BraTS20_Training_103,95,88,0.9003951335321323,0.8765630331175708,0.9415028862012095,0.8399485182023582,0.9990168878819256,0.9951648899703441
BraTS20_Training_104,95,88,0.9466940692894892,0.9767260985558402,0.9501252320476177,0.9586730858764381,0.9988932802713764,0.9995890456962065
BraTS20_Training_105,95,88,0.8437104245094807,0.6177261276768575,0.972991357234315,0.5221902500235023,0.9990639118823661,0.9902298770211381
BraTS20_Training_106,95,88,0.903070259865255,0.777774689340736,0.8659086924021078,0.6410102681446651,0.9993636929212878,0.9993161510832078
BraTS20_Training_107,95,88,0.7727748691099476,0.8912956700533994,0.9894203025268864,0.9726735234003847,0.9977960776456204,0.9862853199012136
BraTS20_Training_108,95,88,0.6517428378403053,0.7027161393630846,0.9974849094567404,0.7227607262978913,0.9978644478832356,0.9842028308056119
BraTS20_Training_109,95,88,0.9057115162009807,0.9560502753168704,0.9554823080894325,0.9661889591224965,0.9982379615183665,0.9953852864547135
BraTS20_Training_110,95,88,0.615234375,0.7281184015351073,0.7594213932242101,0.6162378483002677,0.9987455451705846,0.9956418547222554
BraTS20_Training_111,95,88,0.8817843096667357,0.9501385987915457,0.9828572746989064,0.9779416044233195,0.998798040397278,0.9960978857725314
BraTS20_Training_112,95,88,0.9523601950100373,0.9904649190537068,0.9746711356605756,0.9923742248037438,0.9985958547512966,0.9988877681525501
BraTS20_Training_113,95,88,0.951159345023523,0.9403174682719653,0.9909373010821133,0.8997942784801224,0.9986763716838288,0.998943919448805
BraTS20_Training_114,95,88,0.9272911441250241,0.7830274162895432,0.930486718810501,0.6618099161317854,0.9991055782544804,0.9967224826379352
BraTS20_Training_115,95,88,0.9366200879780789,0.8575479050978019,0.9846150450291365,0.7610695586094401,0.9987914986683855,0.9987816551024191
BraTS20_Training_116,95,88,0.9465505010197748,0.987358488099085,0.975541212086594,0.994210901485643,0.9991512889876267,0.9987544529972746
BraTS20_Training_117,95,88,0.9105692959262466,0.9519436050559231,0.9961092482146057,0.9866077448775399,0.9983068670192294,0.9932843171994764
BraTS20_Training_118,95,88,0.8976604388084782,0.9203340990510299,0.9872725540630657,0.9989670572704595,0.9987440728791512,0.9905193862177434
BraTS20_Training_119,95,88,0.6456230239816199,0.8045318688603696,0.9864554209381795,0.9362584823373202,0.996130425447486,0.9825572130478908
BraTS20_Training_120,95,88,0.9591439841281044,0.9414537579550135,0.9893150640610845,0.9967324352570658,0.9989665357013701,0.9895572304152586
BraTS20_Training_121,95,88,0.9598140978068511,0.9915524564921547,0.9847578622419448,0.9907152873228096,0.9988893159826007,0.999475920354262
BraTS20_Training_122,95,88,0.9204839617332583,0.9856781988888791,0.9862526379258366,0.9976666949762423,0.9997084638073751,0.9993148200719117
BraTS20_Training_123,95,88,0.902355013280684,0.9442833610480049,0.9224609219018854,0.9401291806897409,0.9980867466650315,0.9960343838019775
BraTS20_Training_124,95,88,0.9259899934530995,0.991691315692292,0.8791421223405165,0.9897412662995698,0.9996058330763632,0.9994584089309267
BraTS20_Training_125,95,88,0.9391656351832672,0.9407339219552563,0.9830121955250025,0.9975589329049556,0.9980976937270949,0.9895193494262366
BraTS20_Training_126,95,88,0.8877205423844865,0.9766151696543401,0.9553157894736842,0.9757444810365943,0.9991580427446569,0.9991776206940032
BraTS20_Training_127,95,88,0.84852322319202,0.8605926672028583,0.9996557106132942,1.0,0.9982514357698951,0.9870373770112929
BraTS20_Training_128,95,88,0.7253779880057437,0.828892347076068,0.9968658405641487,0.9999519072221612,0.9970875492674965,0.9860870155203907
BraTS20_Training_129,95,88,0.8550329454140417,0.9671638504231377,0.9961742647678437,0.999978519983933,0.9977656163582681,0.9962657390867019
BraTS20_Training_130,95,88,0.819279523794837,0.9637059454502841,0.9510400630124235,0.9947904341775773,0.9953034591929745,0.9952784912794403
BraTS20_Training_131,95,88,0.8706433606898645,0.9551280852398057,0.9782432882447154,0.9949643124005813,0.9980869580715671,0.9954555699826914
BraTS20_Training_132,95,88,0.9221779340742831,0.9439732530119084,0.9490938779264984,0.9618750642983586,0.997828781851463,0.9920423966693775
BraTS20_Training_133,95,88,0.9382284627048096,0.9732202978113538,0.9255514858213036,0.9611440678779318,0.999350200049368,0.9991298862714372
BraTS20_Training_134,95,88,0.6228707941913388,0.8137504768742917,0.5962172479611314,0.9785035436691855,0.9970982166572966,0.9777045897926452
BraTS20_Training_135,95,88,0.7169345302242132,0.974809155803757,0.5661698408317233,0.9543696929545386,0.9996693691149424,0.9996891382097591
BraTS20_Training_136,95,88,0.8199854110543763,0.9227122406064748,0.9293279855938447,0.9822044477709478,0.9976758545672311,0.9872026650215676
BraTS20_Training_137,95,88,0.928411639265323,0.9688272124208981,0.899418883616783,0.961032134964806,0.9991818480326483,0.9978040885592621
BraTS20_Training_138,95,88,0.8038924049743159,0.9752868731300568,0.6796987547961032,0.9541162088543205,0.9997268766561902,0.9997796673196127
BraTS20_Training_139,95,88,0.8447586710792109,0.8980974861929839,0.9593888807536487,0.9888272496459961,0.9992824035171208,0.9930152319119527
BraTS20_Training_140,95,88,0.9296893793601154,0.9835539157556894,0.9007290551416232,0.9838064865358402,0.999422571515644,0.9987675996203336
BraTS20_Training_141,95,88,0.9164982043903251,0.9760547217986693,0.8914179967615082,0.9684796898326612,0.9998693072441849,0.999587527237277
BraTS20_Training_142,95,88,0.9017804154302671,0.9812805002033347,0.9373120518158686,0.9947822726101521,0.9997941678497809,0.999123303362568
BraTS20_Training_143,95,88,0.8549742746587672,0.9241889531988895,0.8163290162802972,0.9860836844805871,0.9984301066010464,0.9897494162003636
BraTS20_Training_144,95,88,0.9024341605389836,0.987151374944349,0.8996386366839128,0.9850474222580828,0.9978566456814217,0.9990586743028931
BraTS20_Training_145,95,88,0.6649755408744767,0.8055347023162717,0.7968695231764066,0.9843894584051529,0.9943895406186247,0.9761189949900319
BraTS20_Training_149,95,88,0.754076232411575,0.9759313566241999,0.6306880778588808,0.9585280380128212,0.9987541408986723,0.9993266513447662
BraTS20_Training_150,95,88,0.7856757809579646,0.9781986384920481,0.6686916451219675,0.9665179408346144,0.9994299838085329,0.9992585572984989
BraTS20_Training_151,95,88,0.7506701406356763,0.9565780314297977,0.6688812171329934,0.9968036377567167,0.9980724572007126,0.9937062525592516
BraTS20_Training_152,95,88,0.8844348818067609,0.9719410791318482,0.8174465472599631,0.9905496858045604,0.9993341482961575,0.9957096298582222
BraTS20_Training_153,95,88,0.8612945391497517,0.9349908915961638,0.9996384131051668,0.9999949284231453,0.9953510954650285,0.9901332314836451
BraTS20_Training_154,95,88,0.8021539086013844,0.8829022025644462,0.9871925685011586,0.994174020893033,0.9949499168771623,0.9841542985006736
BraTS20_Training_155,95,88,0.916370663539865,0.9826697583436816,0.9214879462248101,0.989858616928479,0.9985235782324791,0.9979656938706225
BraTS20_Training_156,95,88,0.786769647147631,0.9704096745107175,0.7054560462236896,0.9953449087584484,0.9987916224302673,0.9961983662244125
BraTS20_Training_157,95,88,0.43899067969993183,0.7126248938988909,0.5215014852822036,0.960902510357517,0.9910477424685287,0.942839802397391
BraTS20_Training_158,95,88,0.7865191856724842,0.8252093921280896,0.9891945502949313,0.9958523750173106,0.9977322033646633,0.9860339431148398
BraTS20_Training_159,95,88,0.8666891663854202,0.9424180857644449,0.8407956126708684,0.9432850299141594,0.9997270756458704,0.9974751558136143
BraTS20_Training_160,95,88,0.9314864831379934,0.9439361876465098,0.8823584639939912,0.8999870926251337,0.9998234128634524,0.9992431120586954
BraTS20_Training_161,95,88,0.9047068480093201,0.9052212470592161,0.9528882443713165,0.9787989770466959,0.9990688751780017,0.9903961045558188
BraTS20_Training_162,95,88,0.9334660299663085,0.9238603536498478,0.9525566487775791,0.9177259332655608,0.9989250252134985,0.993422068019566
BraTS20_Training_163,95,88,0.9700626954200464,0.9916473500457875,0.9748750873741165,0.9903330558760802,0.9993827999159286,0.9995306013727758
BraTS20_Training_164,95,88,0.8765700263170445,0.9573154208610313,0.8063332535694345,0.947016834397929,0.9995241194961051,0.9975175132353776
BraTS20_Training_165,95,88,0.9498124616086779,0.9260007215663799,0.9626597291300023,0.8700623763661127,0.9989461810075566,0.9990720046636702
BraTS20_Training_166,95,88,0.8737251369217176,0.9819999655721369,0.7915730563814187,0.9713464085262029,0.9994780012087304,0.9993220776506887
BraTS20_Training_167,95,88,0.8670434421774273,0.8285500408622974,0.9183721477299459,0.9714509127476908,0.9981738919216645,0.9750595581050283
BraTS20_Training_168,95,88,0.9259280516813663,0.9768968753965077,0.8886875833955612,0.9575744415935662,0.9994245045593524,0.9997456205827338
BraTS20_Training_170,95,88,0.90409880818286,0.9772799739489698,0.9203276620034249,0.9717020768127785,0.9986927032542865,0.9989582748651228
BraTS20_Training_171,95,88,0.7841146130267685,0.7695012611033337,0.7980258577143091,0.9681553569617105,0.9960387204654874,0.9597165453020833
BraTS20_Training_172,95,88,0.6108661431019038,0.670805642344951,0.9283863804589193,0.9980022646932541,0.9952718575073688,0.9481736785472792
BraTS20_Training_173,95,88,0.7697869394661949,0.9655763913189656,0.6335545277833635,0.9407211196991853,0.9998091822024536,0.9994399507780962
BraTS20_Training_174,95,88,0.9288754513165233,0.9428205885247515,0.995188225304274,0.99974357904027,0.9984060202370557,0.9927742942634121
BraTS20_Training_175,95,88,0.8847224394980977,0.9177083033134132,0.8027682402284012,0.8479994189811593,0.9997444319278882,0.9999917302991348
BraTS20_Training_176,95,88,0.8057912823480607,0.8219763816095005,0.7431980501076976,0.958947527292851,0.9987828361074876,0.9770006603102198
BraTS20_Training_178,95,88,0.9535367398648649,0.8958355475083044,0.9747250731159819,0.827034162875747,0.9992688452587953,0.9987028306114766
BraTS20_Training_179,95,88,0.8563534111421738,0.8733889045314754,0.9835783359779647,0.9983956565457462,0.9976362112662419,0.98647025704647
BraTS20_Training_180,95,88,0.7815228318958675,0.7776253103322597,0.8174120511858716,0.9675719736099708,0.994908490530413,0.9452570063063163
BraTS20_Training_181,95,88,0.8343826915165841,0.8605964155256018,0.8955040708812261,0.9868677614689686,0.9981073635306523,0.9853098112530764
BraTS20_Training_183,95,88,0.8801357360448623,0.9847547431021156,0.7895426310392406,0.9702077605388221,0.9999020789799375,0.9999789794281505
BraTS20_Training_184,95,88,0.7782007258970046,0.9773923526087775,0.6793596303557338,0.9603523837725793,0.9990699677492663,0.999608850544071
BraTS20_Training_186,95,88,0.885759773048807,0.9564998150379327,0.9234063200375844,0.9858397127046404,0.9976151829036052,0.9935339929572506
BraTS20_Training_187,95,88,0.8849352563427729,0.9396615357894965,0.918086500655308,0.9985426972405453,0.9983749111633191,0.9921568636779319
BraTS20_Training_188,95,88,0.5905187654695155,0.8489030398148895,0.6906829729410374,0.9399320649320649,0.9950441836254681,0.9743860468943789
BraTS20_Training_189,95,88,0.9074568178626597,0.9815459196741486,0.8981005816646934,0.9994995684838409,0.9991059765945918,0.997931982223656
BraTS20_Training_190,95,88,0.7331873017948802,0.6856598303396486,0.9905258276098142,0.9977827958044934,0.996373295158836,0.9609116442530722
BraTS20_Training_191,95,88,0.9174111743676127,0.9617674881480307,0.855919896555154,0.9268694331330436,0.9998277353983819,0.9999479736215244
BraTS20_Training_192,95,88,0.9671018040068897,0.9787618531844934,0.9684977893981898,0.9989215739233102,0.9995704167762456,0.9973944225040465
BraTS20_Training_193,95,88,0.6009301338812153,0.7219198162645065,0.8261313398010561,0.9974913078186748,0.9863254218824167,0.9441954704490954
BraTS20_Training_194,95,88,0.9362031652255967,0.9744872688536067,0.9162149682807356,0.9685264835925046,0.9995363813231335,0.9988617078889753
BraTS20_Training_195,95,88,0.771349034918508,0.977688189015179,0.6581058440918498,0.9664239309786348,0.9997241267439916,0.9995976520555445
BraTS20_Training_196,95,88,0.913016410745831,0.9825509936239742,0.8589070498908953,0.972158936320489,0.9995667715737767,0.9994064823782459
BraTS20_Training_197,95,88,0.9469151356738562,0.9846344420431185,0.9566909088145665,0.9906416048790936,0.9990432461602806,0.9987472956340824
BraTS20_Training_198,95,88,0.9440136593464644,0.9630247170315795,0.9335690430434539,0.9861769202102173,0.9994616138253125,0.9961250016067473
BraTS20_Training_199,95,88,0.9197158603243438,0.8434692984645562,0.9950150891297176,0.999962867122318,0.9984388694158919,0.9811812597569881
BraTS20_Training_200,95,88,0.8777719763169043,0.8857438813605144,0.9944640385731506,1.0,0.9986312367995234,0.9912896718475979
BraTS20_Training_201,95,88,0.9620538630644346,0.9857391140133196,0.9660985042954444,0.989427948186728,0.9991526041456017,0.9985225493288341
BraTS20_Training_202,95,88,0.829600857528152,0.9826914103613,0.7404127062502571,0.9923194922201845,0.9995093303111795,0.9984731612764651
BraTS20_Training_203,95,88,0.8485317214792252,0.9018921767188103,0.7966620492425935,0.8451935629134336,0.9991788184489557,0.9978486389248873
BraTS20_Training_204,95,88,0.7020333809265915,0.8727069883497514,0.7475229357798165,0.9758853514576998,0.9991819439494664,0.9933051941785496
BraTS20_Training_205,95,88,0.6088197086387678,0.5271732233377501,0.8436465331576071,0.9775577499868451,0.9967559454195853,0.9310291894102928
BraTS20_Training_207,95,88,0.9040714036827575,0.9482258917924298,0.8545586595953113,0.9031154100728083,0.9997602830779473,0.9998899501107169
BraTS20_Training_208,95,88,0.7397309220840778,0.9829719528089508,0.6105874563621042,0.9799158837897011,0.9992368058836822,0.9987999037586343
BraTS20_Training_209,95,88,0.5799967195786481,0.9133671581180095,0.4945840520925606,0.9930628603384685,0.9984690285145413,0.9920331926919486
BraTS20_Training_210,95,88,0.9093109267624265,0.972021772002261,0.8727383487241384,0.96078117178604,0.9990603670738181,0.9986200569319246
BraTS20_Training_211,95,88,0.7277376006183897,0.943394125351308,0.6102869680121669,0.8968508348479814,0.9993931812515272,0.9996693527396453
BraTS20_Training_212,95,88,0.652349047903217,0.9377300140498422,0.5207773928107405,0.8871155765303376,0.9983976265200245,0.9995153375372676
BraTS20_Training_213,95,88,0.8812188093701424,0.920134952078848,0.8478694374475231,0.8799419283444502,0.9995073742801126,0.9980911634810246
BraTS20_Training_214,95,88,0.9239858809836079,0.9781370340915759,0.9940205063061428,0.9981992288899857,0.9980305722862531,0.9975442228778804
BraTS20_Training_215,95,88,0.8133019926940752,0.8664539218437628,0.9834413246940245,1.0,0.9967274656800876,0.9836678096381117
BraTS20_Training_216,95,88,0.9052827767423386,0.8807963956289024,0.9818079395586189,0.9583370612802903,0.9987254788306793,0.9854611419691204
